crawl 1[0.29 seconds used]: {'url': 'http://info.tibet.cn/newzt/yuanzang/yzcg/200505/t20050531_33920.htm', 'anchor_text': u'\u5bf9\u53e3\u652f\u63f4\u897f\u85cf\u7ecf\u6d4e\u5efa\u8bbe\u7684\u4e30\u7855\u6210\u679c', 'value': 3},  [116 urls left in queue]
crawl 309[0.99 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_bisson*5advogados&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6003 urls left in queue]
crawl 310[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fbisson-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6002 urls left in queue]
crawl 311[2.12 seconds used]: {'url': 'http://www.linkedin.com/company/andriolli-e-azevedo-advogados?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6063 urls left in queue]
crawl 312[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fandriolli-e-azevedo-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6063 urls left in queue]
crawl 313[0.98 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_andriolli*5e*5azevedo*5advogados&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6063 urls left in queue]
crawl 314[0.67 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fandriolli-e-azevedo-advogados&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6062 urls left in queue]
crawl 315[0.97 seconds used]: {'url': 'http://www.linkedin.com/company/ta%C3%ADsa-nara-advocacia?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6068 urls left in queue]
crawl 316[0.88 seconds used]: {'url': 'http://www.linkedin.com/company/cali---consultoria-e-assessoria-em-licita%C3%A7%C3%A3o?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6077 urls left in queue]
crawl 317[1.07 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fcali---consultoria-e-assessoria-em-licita%25C3%25A7%25C3%25A3o&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6077 urls left in queue]
crawl 318[0.95 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_cali*5*5*5consultoria*5e*5assessoria*5em*5licita%C3%A7%C3%A3o&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6077 urls left in queue]
crawl 319[0.71 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fcali---consultoria-e-assessoria-em-licita%C3%A7%C3%A3o&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6076 urls left in queue]
crawl 320[1.74 seconds used]: {'url': 'http://www.linkedin.com/company/ganhei-licita%C3%A7%C3%A3o?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6146 urls left in queue]
crawl 321[0.77 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Fganhei-licita%25C3%25A7%25C3%25A3o&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6146 urls left in queue]
crawl 322[0.94 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_ganhei*5licita%C3%A7%C3%A3o&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6146 urls left in queue]
crawl 323[0.78 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Fganhei-licita%C3%A7%C3%A3o&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6145 urls left in queue]
crawl 324[1.58 seconds used]: {'url': 'http://www.linkedin.com/company/licitacaoweb?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6188 urls left in queue]
crawl 325[0.81 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Flicitacaoweb&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6188 urls left in queue]
crawl 326[1.08 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_licitacaoweb&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6188 urls left in queue]
crawl 327[0.69 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Flicitacaoweb&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6187 urls left in queue]
crawl 328[1.84 seconds used]: {'url': 'http://www.linkedin.com/company/rhs-licita%C3%A7%C3%B5es?trk=extra_biz_viewers_viewed', 'anchor_text': '\n\n', 'value': 0},  [6286 urls left in queue]
crawl 329[0.81 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6286 urls left in queue]
crawl 330[0.91 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_rhs*5licita%C3%A7%C3%B5es&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6286 urls left in queue]
crawl 331[0.88 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%C3%A7%C3%B5es&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6285 urls left in queue]
crawl 332[0.89 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D5055963%26trk%3Dbiz-brand-carousel%26csrfToken%3Dajax%253A2054621305749465010%26goback%3D%252Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_rhs*5licita%25C3%25A7%25C3%25B5es%26fl%3Dstop&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6284 urls left in queue]
crawl 333[0.69 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D5055963%26trk%3Dbiz-brand-carousel%26csrfToken%3Dajax%253A2054621305749465010%26goback%3D%252Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_rhs*5licita%25C3%25A7%25C3%25B5es%26fl%3Dstart&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6283 urls left in queue]
crawl 334[2.18 seconds used]: {'url': 'http://www.linkedin.com/company/rhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br?trk=rr_brands_carousel_name', 'anchor_text': u'Cursos RHS Licita\xe7\xf5es', 'value': 0},  [6360 urls left in queue]
crawl 335[0.98 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6360 urls left in queue]
crawl 336[1.02 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_*1_*1_*1_*1_rhs*5licita%C3%A7%C3%B5es*5licita%C3%A7%C3%A3o*5com*5br&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6360 urls left in queue]
crawl 337[0.78 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6359 urls left in queue]
crawl 338[0.56 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%2Fcomments%3Ftype%3DU%26a%3DDzFp%26stype%3DC%26topic%3D6072740519639859200%26scope%3D5055963&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6357 urls left in queue]
crawl 339[0.69 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6072740519639859200%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6356 urls left in queue]
crawl 340[0.62 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FobjectUrn%3Dactivity%253A6072740519639859200%26atv%3D2%26like%3D%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6072740519639859200%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26attributedObjectUrn%3Dactivity%253A6072740519639859200%26createViralActivity%3Dtrue%26actorType%3Dmember&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6355 urls left in queue]
crawl 341[0.49 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FactorType%3Dmember%26atv%3D2%26objectUrn%3Dactivity%253A6072740519639859200%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6072740519639859200%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26unlike%3D&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6354 urls left in queue]
crawl 342[1.70 seconds used]: {'url': 'http://www.linkedin.com/company/rhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br?actionToken=p%3Dp%253Dbiz-feed-showcase-public-first-load%2526c%253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%2526m%253Dcompany_feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D-1%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0%2E0%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D-1%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%252526distanceFromNestedActor%25253D-1%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6072740519639859200&atv=2', 'anchor_text': u'Cursos RHS Licita\xe7\xf5es', 'value': 0},  [6356 urls left in queue]
crawl 343[0.95 seconds used]: {'url': 'https://www.linkedin.com/start/join?goback=%2Ebzo_*1_*1_*1_*1_p%3Dp%253Dbiz*5feed*5showcase*5public*5first*5load%2526c%253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%2526m%253Dcompany*4feed%2526n%253D0%26t%3Da%253DisFolloweeOfPoster%25253Dfalse%252526distanceFromActor%25253D*51%252526actorType%25253D%252526likedByUser%25253Dfalse%252526targetId%25253D%252526recentCommentUrns%25253D%252526targetType%25253D%252526sponsoredFlag%25253DORGANIC%252526verbType%25253Dlinkedin%2525253Ashare%252526objectType%25253Dlinkedin%2525253Acontent%252526totalShares%25253D0%252526activityId%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%252526recentLikerUrns%25253D%252526actorId%25253Durn%2525253Ali%2525253Acompany%2525253A5055963%252526totalComments%25253D0%252526relevanceScore%25253D0*30%252526recentCommenterUrns%25253D%252526isPublic%25253Dtrue%252526time%25253D*51%252526totalLikes%25253D0%252526objectId%25253Durn%2525253Ali%2525253Acontent%2525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%252526distanceFromNestedActor%25253D*51%2526s%253DORGANIC%2526u%253Durn%25253Ali%25253Aactivity%25253A6072740519639859200_2_*1_*1_rhs*5licita%C3%A7%C3%B5es*5licita%C3%A7%C3%A3o*5com*5br&trk=hb_join', 'anchor_text': '\nJoin Today\n', 'value': 0},  [6356 urls left in queue]
crawl 344[0.82 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=https%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%C3%A7%C3%B5es-licita%C3%A7%C3%A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6072740519639859200%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6355 urls left in queue]
crawl 345[0.47 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2FpostLogin%3Fsession_rikey%3D7PYWnEM3RXOXKg6gEfL6YV7X8PmVBY1BGWpO8gMsD7hhDZbToiQ9YOVOHMch0cUK3UGj6V6pUbSHRWZkzvq9H5isxwyF71rnSpL%26l%3Dhttp%253A%252F%252Fwww%252Elinkedin%252Ecom%252FgroupRegistration%253Fgid%253D6671793%2526trk%253Dbiz-brand-featured-groups%2526csrfToken%253Dajax%25253A2353643954342249851%26id%3D0%26b%3Da92dc063-19dc-4704-8476-744f9bf8005f%26h%3DNKwN%26m%3DGET&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6354 urls left in queue]
crawl 346[0.90 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=%2Fcompany%2Ffollow%2Fsubmit%3Fid%3D5055963%26fl%3Dstart%26csrfToken%3Dajax%253A3047167998548083986%26goback%3D%252Ebzo_*1_*1_*1_*1_p%253Dp%25253Dbiz*5feed*5showcase*5public*5first*5load%252526c%25253Df8b1b9d2*53e4a*54e4d*5baa8*5e3eea8eff1d1%252526m%25253Dcompany*4feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D*51%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6072740519639859200%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0*30%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D*51%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A0b03129ecf3b07fcd0e3ef0f9e5806fd%25252526distanceFromNestedActor%2525253D*51%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6072740519639859200_2_*1_*1_rhs*5licita%25C3%25A7%25C3%25B5es*5licita%25C3%25A7%25C3%25A3o*5com*5br&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6353 urls left in queue]
crawl 347[0.56 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%2Fcomments%3Ftype%3DU%26a%3DOK41%26stype%3DC%26topic%3D6075305690933575680%26scope%3D5055963&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6351 urls left in queue]
crawl 348[0.68 seconds used]: {'url': 'https://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Fcompany%2Frhs-licita%25C3%25A7%25C3%25B5es-licita%25C3%25A7%25C3%25A3o-com-br%3FactionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6075305690933575680%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A7cf79778acad7365c0321d016d8cf3da%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%26atv%3D2&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6350 urls left in queue]
crawl 349[0.58 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FactorType%3Dmember%26atv%3D2%26objectUrn%3Dactivity%253A6075305690933575680%26like%3D%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6075305690933575680%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A7cf79778acad7365c0321d016d8cf3da%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26attributedObjectUrn%3Dactivity%253A6075305690933575680%26createViralActivity%3Dtrue&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6349 urls left in queue]
crawl 350[0.65 seconds used]: {'url': 'http://www.linkedin.com/uas/request-password-reset?session_redirect=http%3A%2F%2Fwww%2Elinkedin%2Ecom%2Flite%2Fupdates%3FactorType%3Dmember%26atv%3D2%26objectUrn%3Dactivity%253A6075305690933575680%26actionToken%3Dp%253Dp%25253Dbiz-feed-showcase-public-first-load%252526c%25253Df8b1b9d2-3e4a-4e4d-baa8-e3eea8eff1d1%252526m%25253Dcompany_feed%252526n%25253D0%2526t%253Da%25253DisFolloweeOfPoster%2525253Dfalse%25252526distanceFromActor%2525253D-1%25252526actorType%2525253D%25252526likedByUser%2525253Dfalse%25252526targetId%2525253D%25252526recentCommentUrns%2525253D%25252526targetType%2525253D%25252526sponsoredFlag%2525253DORGANIC%25252526verbType%2525253Dlinkedin%252525253Ashare%25252526objectType%2525253Dlinkedin%252525253Acontent%25252526totalShares%2525253D0%25252526activityId%2525253Durn%252525253Ali%252525253Aactivity%252525253A6075305690933575680%25252526recentLikerUrns%2525253D%25252526actorId%2525253Durn%252525253Ali%252525253Acompany%252525253A5055963%25252526totalComments%2525253D0%25252526relevanceScore%2525253D0%252E0%25252526recentCommenterUrns%2525253D%25252526isPublic%2525253Dtrue%25252526time%2525253D-1%25252526totalLikes%2525253D0%25252526objectId%2525253Durn%252525253Ali%252525253Acontent%252525253A7cf79778acad7365c0321d016d8cf3da%25252526distanceFromNestedActor%2525253D-1%252526s%25253DORGANIC%252526u%25253Durn%2525253Ali%2525253Aactivity%2525253A6075305690933575680%26trk%3D%26actorId%3D0%26csrfToken%3Dajax%253A3777787601590748120%26unlike%3D&trk=signin_fpwd', 'anchor_text': '?', 'value': 0},  [6348 urls left in queue]
